run,seed,eval,test_wind,success_rate,vy,abs_x,tilt_deg,fuel_kg
phase2_sac_wind,0,eval_wind15,15.0,0.69,-0.8807265777013775,4.226348888340736,1.0927097189171333,1115.695741631636
phase2_sac_wind,0,eval_wind2.5,2.5,1.0,-0.7843829290641098,3.478667795443256,0.7967598747866544,674.6335130284864
phase2_sac_wind,0,eval_wind5,5.0,0.97,-0.7817359704807203,3.40105162993755,0.8481472459420349,666.7076936674159
phase2_sac_wind,0,eval_wind7.5,7.5,0.96,-0.8047330879287062,3.413424662199213,1.0132959258744558,652.8383566955409
phase2_sac_wind,1,eval,,1.0,-0.8898500238969789,3.9628096231458527,3.846614786163371,719.6422367908249
phase2_sac_wind,1,eval_wind0,0.0,1.0,-0.9518426821611929,4.048597276245069,3.8588064806652813,707.947719949082
phase2_sac_wind,1,eval_wind10,10.0,0.94,-0.8943377846914258,4.644518680793379,3.9325048474951796,799.03356986748
phase2_sac_wind,1,eval_wind12.5,12.5,0.91,-0.8739941567368881,4.844355247251653,4.025814275957739,880.676198160996
phase2_sac_wind,1,eval_wind15,15.0,0.71,-0.9385175778001321,4.144715613008286,3.873159665842215,1207.7699346834506
phase2_sac_wind,1,eval_wind2.5,2.5,1.0,-0.9246898952467791,3.7823974861923766,3.883855961170476,711.2084761475114
phase2_sac_wind,1,eval_wind5,5.0,1.0,-0.8898500238969789,3.9628096231458527,3.846614786163371,719.6422367908249
phase2_sac_wind,1,eval_wind7.5,7.5,0.98,-0.9658526403433261,4.341019202647833,3.83481654401264,737.7598233108132
phase2_sac_wind,2,eval,,1.0,-0.17221740503696112,2.8288363854270853,1.0675075570728354,930.482770309214
phase2_sac_wind,2,eval_wind0,0.0,1.0,-0.1776396104378694,3.13301748303251,1.204427166777223,959.8794787166497
phase2_sac_wind,2,eval_wind10,10.0,0.93,-0.18849313424636002,3.5903210175467124,1.3141814640036764,1039.355800591276
phase2_sac_wind,2,eval_wind12.5,12.5,0.89,-0.2308991901488043,4.01566818033588,1.7263271542246488,1109.385545411465
phase2_sac_wind,2,eval_wind15,15.0,0.78,-0.24468796290792658,5.967387004330465,3.245731985125868,1253.90226788339
phase2_sac_wind,2,eval_wind2.5,2.5,1.0,-0.16873016329991594,2.6811858574696625,1.2073032071265457,927.3053922046595
phase2_sac_wind,2,eval_wind5,5.0,1.0,-0.17221740503696112,2.8288363854270853,1.0675075570728354,930.482770309214
phase2_sac_wind,2,eval_wind7.5,7.5,1.0,-0.18196397836375003,2.924768523851105,1.0815058178906023,945.2066769729453
phase2_sac_wind,3,eval,,1.0,-0.3157239691108324,2.4430466652019556,0.9072215720302391,831.4920770142787
phase2_sac_wind,3,eval_wind0,0.0,1.0,-0.34652183781251256,2.6553672189965214,0.9216998147560017,821.0981139609718
phase2_sac_wind,3,eval_wind10,10.0,0.99,-0.32145569503820864,3.162242580444988,1.0791681762165466,833.0578436357287
phase2_sac_wind,3,eval_wind12.5,12.5,0.97,-0.3369806090437487,4.355696799383163,1.1879605434336287,821.7639885388418
phase2_sac_wind,3,eval_wind15,15.0,0.96,-0.34259944151739186,5.023692958101716,1.7449422945748545,825.6059400389868
phase2_sac_wind,3,eval_wind2.5,2.5,1.0,-0.3390554560924544,2.7186249695570783,0.8888026088897366,820.256098869043
phase2_sac_wind,3,eval_wind5,5.0,1.0,-0.3157239691108324,2.4430466652019556,0.9072215720302391,831.4920770142787
phase2_sac_wind,3,eval_wind7.5,7.5,1.0,-0.3427544910027758,2.9818119439739523,0.9533631781597742,823.980221218993
phase2_sac_wind,4,eval,,1.0,-0.4577763171102655,2.0517570346801857,0.78299977171376,908.256120125599
phase2_sac_wind,4,eval_wind0,0.0,1.0,-0.5000145169682795,2.3943406821567566,1.134011045622507,861.4331264354055
phase2_sac_wind,4,eval_wind10,10.0,0.96,-0.4242723341509542,3.688307152817461,1.420587212847098,1025.4892832527175
phase2_sac_wind,4,eval_wind12.5,12.5,0.82,-0.4336060807650825,5.1464611433909235,1.5008267185793764,1204.4153139440202
phase2_sac_wind,4,eval_wind15,15.0,0.64,-0.45679099138042334,7.24992127569908,2.307282879270991,1247.8504775266802
phase2_sac_wind,4,eval_wind2.5,2.5,1.0,-0.49013957395906643,2.679042577484717,1.0600765375181391,864.6053106158892
phase2_sac_wind,4,eval_wind5,5.0,1.0,-0.4577763171102655,2.0517570346801857,0.78299977171376,908.256120125599
phase2_sac_wind,4,eval_wind7.5,7.5,1.0,-0.42956582851320957,2.1306487634820606,0.9139784057766643,890.6465781368265
ppo_sweep_ent,0,eval,,1.0,-1.5273594499818899,1.7599159125794852,0.47850864360715334,1268.6561201752822
ppo_sweep_ent,1,eval,,0.0,-4.4059356881790555,3.7558301198791146,7.3295430492120826,855.2632105129642
ppo_sweep_gamma_hi,0,eval,,0.0,-3.7382991954647817,1.7068780114803854,3.8008171010715137,896.3336846061491
ppo_sweep_gamma_hi,1,eval,,0.0,-14.114217545230957,21.108098012971368,51.59730252430737,470.4712760814957
ppo_sweep_gamma_lo,0,eval,,0.99,-1.5205250670368649,4.826877300661936,0.3895689938065724,900.1090961187532
ppo_sweep_gamma_lo,1,eval,,0.98,-1.2008898654255609,4.522652835238125,0.3803522648139137,746.8339015849275
ppo_sweep_gimbal15,0,eval,,1.0,-0.5738867686152973,2.775361445792663,1.4577187649480865,1227.8532186852833
ppo_sweep_gimbal15,1,eval,,0.0,,,,2945.6176397881704
ppo_sweep_gimbal5,0,eval,,1.0,-0.290344227277773,1.3980085291892899,0.6572166973428716,1003.5025415882654
ppo_sweep_gimbal5,1,eval,,0.95,-2.130716027440853,3.096072591950668,1.098402692121317,2625.9020180201996
ppo_sweep_lr_hi,0,eval,,1.0,-0.6525617574341911,0.5200809129293243,0.9870427741262029,1027.926922928741
ppo_sweep_lr_hi,1,eval,,1.0,-0.3347536955111902,0.33941134578488685,0.30278872731339757,738.8357549479098
ppo_sweep_lr_lo,0,eval,,0.0,-8.994987962110681,45.47459444071533,50.663016341141756,532.0476764725564
ppo_sweep_lr_lo,1,eval,,0.0,,,,513.4704738862509
ppo_sweep_net_lg,0,eval,,1.0,-0.3589118041384963,2.4136229168887415,0.4557058264698554,868.2996156047207
ppo_sweep_net_lg,1,eval,,1.0,-0.35013119205520554,0.7829102169140307,0.5295655435914423,789.6069282178494
ppo_sweep_net_sm,0,eval,,1.0,-2.026445936715548,1.5955026722027066,0.24709268762659928,1506.9932088025391
ppo_sweep_net_sm,1,eval,,1.0,-2.178491132072483,1.9771507407711697,0.29504899555872927,2164.358025298145
ppo_sweep_wfuel0.1,0,eval,,1.0,-0.3159476615257529,1.1219990671301086,0.8076160045519384,870.6218523031997
ppo_sweep_wfuel0.1,1,eval,,0.96,-1.821361927638297,3.35936919975539,0.8938486505806128,2508.5067401298516
ppo_sweep_wfuel1,0,eval,,1.0,-0.33473757290160255,4.309469968987298,0.7245645966322062,647.1863049448505
ppo_sweep_wfuel1,1,eval,,1.0,-1.4643225891601255,2.5487902643888902,0.3731286869699925,1482.6889947802772
ppo_sweep_wfuel3,0,eval,,1.0,-0.4832249337807536,4.211660525357191,1.1202495416054392,588.5216103163937
ppo_sweep_wfuel3,1,eval,,0.97,-1.1091467388526541,4.216579628985943,0.8310193068059271,1038.4224118109228
ppo_windtrain10,0,eval,,1.0,-0.31491725196512443,3.437810709877778,0.9395018372323714,749.5043985191899
ppo_windtrain10,0,eval_wind0,0.0,1.0,-0.3825575494483909,2.610947053143266,0.698410749161265,748.7436832592268
ppo_windtrain10,0,eval_wind10,10.0,1.0,-0.31491725196512443,3.437810709877778,0.9395018372323714,749.5043985191899
ppo_windtrain10,0,eval_wind12.5,12.5,0.98,-0.35674676920852916,3.487094839122022,1.186901761879476,750.2618010033433
ppo_windtrain10,0,eval_wind15,15.0,0.93,-0.3468241580477825,4.713630831982315,1.427495110470315,748.619018711937
ppo_windtrain10,0,eval_wind2.5,2.5,1.0,-0.3783119646099889,2.5757787320129863,0.7084805770406366,748.9289428279315
ppo_windtrain10,0,eval_wind5,5.0,1.0,-0.3502368949598569,2.6956382751313033,0.7052425136831583,745.9086161950273
ppo_windtrain10,0,eval_wind7.5,7.5,1.0,-0.31199075723879766,2.6282829764064997,0.69498956962826,744.8343196970716
ppo_windtrain10,1,eval,,0.57,-2.3028150384487,8.295901106308209,0.9936758802099511,2511.6808165846833
ppo_windtrain10,1,eval_wind0,0.0,0.88,-2.292618166694782,2.4290780114437,0.3441990191089107,2477.921682516628
ppo_windtrain10,1,eval_wind10,10.0,0.57,-2.3028150384487,8.295901106308209,0.9936758802099511,2511.6808165846833
ppo_windtrain10,1,eval_wind12.5,12.5,0.2,-2.318040297296182,12.622016358749317,1.609779562394602,2505.5329843729555
ppo_windtrain10,1,eval_wind15,15.0,0.07,-2.3924955644143657,17.594902301988185,1.8316866542223083,2474.4543902448477
ppo_windtrain10,1,eval_wind2.5,2.5,0.87,-2.3120603495212886,2.2761472631051247,0.33695144504753266,2492.3361327215257
ppo_windtrain10,1,eval_wind5,5.0,0.87,-2.2917415914698807,2.9090461348805086,0.40307909425494487,2499.1232712138317
ppo_windtrain10,1,eval_wind7.5,7.5,0.8,-2.2886390120484044,4.541606946646799,0.5595908667431441,2505.0276626434465
ppo_windtrain15,0,eval,,0.98,-0.49246906640862564,3.6523466980260535,1.4469966551822209,795.0574518103022
